SMILES,Solvent,SMILES_Solvent,canonical_smiles_solvent,value,Temperature_K,MaxAbsEStateIndex.1,MinAbsEStateIndex.1,MinEStateIndex.1,qed.1,SPS.1,MolWt.1,MaxPartialCharge.1,MinPartialCharge.1,MinAbsPartialCharge.1,FpDensityMorgan1.1,FpDensityMorgan2.1,BCUT2D_MWHI.1,BCUT2D_MWLOW.1,BCUT2D_MRHI.1,BCUT2D_MRLOW.1,AvgIpc.1,BalabanJ.1,BertzCT.1,Chi3n.1,HallKierAlpha.1,PEOE_VSA1.1,PEOE_VSA10.1,PEOE_VSA12.1,PEOE_VSA13.1,PEOE_VSA14.1,PEOE_VSA2.1,PEOE_VSA5.1,PEOE_VSA6.1,PEOE_VSA7.1,PEOE_VSA8.1,PEOE_VSA9.1,SMR_VSA1.1,SMR_VSA10.1,SMR_VSA5.1,SMR_VSA6.1,SMR_VSA7.1,SlogP_VSA12.1,SlogP_VSA2.1,SlogP_VSA3.1,SlogP_VSA7.1,EState_VSA1.1,EState_VSA10.1,EState_VSA2.1,EState_VSA3.1,EState_VSA4.1,EState_VSA5.1,EState_VSA6.1,EState_VSA7.1,EState_VSA8.1,EState_VSA9.1,VSA_EState1.1,VSA_EState3.1,VSA_EState4.1,VSA_EState5.1,VSA_EState7.1,VSA_EState8.1,VSA_EState9.1,FractionCSP3.1,NHOHCount.1,NOCount.1,NumAliphaticCarbocycles.1,NumAliphaticHeterocycles.1,NumAliphaticRings.1,NumAtomStereoCenters.1,NumHAcceptors.1,NumHeteroatoms.1,NumRotatableBonds.1,RingCount.1,MolLogP.1,fr_Al_COO.1,fr_NH0.1,fr_NH2.1,fr_Ndealkylation2.1,fr_aryl_methyl.1,fr_lactone.1,fr_methoxy.1,fr_unbrch_alkane.1,MACCS_28.1,MACCS_51.1,MACCS_54.1,MACCS_57.1,MACCS_66.1,MACCS_72.1,MACCS_74.1,MACCS_82.1,MACCS_83.1,MACCS_86.1,MACCS_90.1,MACCS_91.1,MACCS_92.1,MACCS_93.1,MACCS_98.1,MACCS_104.1,MACCS_106.1,MACCS_108.1,MACCS_109.1,MACCS_112.1,MACCS_114.1,MACCS_115.1,MACCS_116.1,MACCS_118.1,MACCS_126.1,MACCS_127.1,MACCS_128.1,MACCS_129.1,MACCS_132.1,MACCS_138.1,MACCS_141.1,MACCS_146.1,MACCS_148.1,MACCS_149.1,MACCS_155.1,MACCS_157.1,MACCS_159.1,MACCS_160.1,MACCS_163.1,MACCS_164.1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,acetic acid,CC(=O)O,CC(=O)O,0.012578672,298.15,9,0.833333333,-0.833333333,0.429882883,6.25,60.052,0.299684553,-0.481433475,0.299684553,2,2,16.36392907,10.85498522,5.624779759,-0.133928992,0.811278124,2.803039488,27.01955001,0,-0.53,5.106527395,0,0,5.969305288,0,4.794537184,0,0,0,6.9237372,0,9.901064579,5.969305288,6.9237372,0,0,0,11.07583268,4.794537184,0,5.969305288,0,0,0,6.9237372,0,0,0,0,9.901064579,0,7.416666667,0,-0.833333333,0,1.083333333,0,0.5,1,2,0,0,0,0,1,2,0,0,0.0909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,dichloromethane,ClCCl,ClCCl,-1.092099713,298.15,4.763888889,0.194444444,0.194444444,0.389962107,6,84.933,0.09670639,-0.10913233,0.09670639,1.333333333,1.333333333,35.53900508,11.92599492,6.402082915,2.204917085,0.918295834,1.632993162,2.754887502,0,0.58,0,0,0,0,0,0,23.20187978,0,0,0,5.339185267,0,23.20187978,0,5.339185267,0,23.20187978,5.339185267,0,0,0,0,5.339185267,0,0,0,0,0,0,23.20187978,0,0.194444444,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1.4215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NC(N)=C([N+](=O)[O-])[N+](=O)[O-],cyclohexanone,O=C1CCCCC1,O=C1CCCCC1,-1.62649575,298.15,10.46305556,0.46412037,0.46412037,0.448625541,22.57142857,98.145,0.132411328,-0.299717909,0.132411328,1,1.571428571,16.13789093,9.9975763,5.783227987,-0.119726488,1.685616163,2.249544095,68.24920506,1.411230926,-0.33,0,5.783244946,0,0,0,4.794537184,0,6.420821623,12.84164325,12.84164325,0,4.794537184,5.783244946,32.10410811,0,0,0,5.783244946,4.794537184,0,0,4.794537184,0,5.783244946,25.68328649,6.420821623,0,0,0,0,0,0,0,0.46412037,5.239490741,0,0,0.833333333,0,1,1,0,1,0,1,1,0,1,1.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
CC(=O)Nc1ccc(O)cc1,propylene glycol,CC(O)CO,CC(O)CO,-0.160268529,298.15,8.111111111,0.138888889,-0.560185185,0.435834997,15,76.095,0.074238644,-0.393700042,0.074238644,1.8,2,16.31513815,10.4587561,4.334973682,0.109859609,1.378783493,2.539538861,18.85475297,0.264223844,-0.08,10.21305479,0,0,0,0,0,0,0,6.9237372,0,12.71084835,10.21305479,0,13.02770359,6.606881965,0,0,22.92390314,0,0,6.103966388,0,6.606881965,0,0,6.9237372,0,0,0,10.21305479,0,16.00462963,0,0,-0.560185185,1.388888889,0,1,2,2,0,0,0,1,2,2,1,0,-0.6405,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,isopropyl acetate,CC(=O)OC(C)C,CC(=O)OC(C)C,-0.426253027,298.15,10.03194444,0.025462963,-0.212962963,0.460747983,9.142857143,102.133,0.3023791,-0.463155993,0.3023791,1.571428571,2,16.54066754,10.47549527,5.6553786,-0.144076112,1.272905595,3.126006652,66.48040588,0.401665913,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,0,13.8474744,6.9237372,6.103966388,9.531400138,5.969305288,26.87517799,0,0,0,12.07327168,9.531400138,0,0,4.794537184,12.07327168,0,0,6.9237372,0,13.8474744,4.736862954,0,4.611111111,0,0,-0.212962963,0.025462963,5.044444444,0,0.8,0,2,0,0,0,0,2,2,1,0,0.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
Brc1cc(Br)cc(Br)c1,DMAc,CC(=O)N(C)C,CC(=O)N(C)C,-0.756616172,298.15,10.06944444,0.092592593,0.092592593,0.409906883,7.833333333,87.122,0.218425131,-0.349064265,0.218425131,1.5,1.666666667,16.15120649,10.65214274,5.718427487,-0.125834617,1.360964047,3.257586161,58.56842503,0.629787781,-0.53,4.899909731,0,5.907179729,0,0,4.794537184,0,0,0,21.01908117,0,4.794537184,5.907179729,6.9237372,14.09534397,0,0,24.90243343,4.794537184,0,0,4.794537184,5.907179729,0,0,11.82364693,14.09534397,0,0,0,0,0,0,0.092592593,0,1.527777778,3.449074074,0.75,0,2,0,0,0,0,1,2,0,0,0.0945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
c1ccc2cc3ccccc3cc2c1,2-ethoxyethanol,CCOCCO,CCOCCO,-1.521636925,298.15,8.072361111,0.132777778,0.132777778,0.494721251,9,90.122,0.069705198,-0.393980345,0.069705198,1.666666667,2.333333333,16.48222505,10.75243604,4.177801026,0.101572928,1.614330835,2.339092315,17.509775,0.439748805,-0.08,9.843390349,0,0,0,0,0,0,0,6.9237372,6.606881965,13.21376393,9.843390349,0,6.9237372,19.82064589,0,0,24.92717329,4.736862954,0,0,0,6.606881965,13.21376393,0,0,0,6.9237372,0,9.843390349,4.732638889,8.072361111,0,0,0,3.195,0,1,1,2,0,0,0,0,2,2,3,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
c1ccc2cc3ccccc3cc2c1,isopentanol,CC(C)CCO,CC(C)CCO,-2.177676896,298.15,8.236666667,0.331018519,0.331018519,0.534088523,10,88.15,0.043296311,-0.396366079,0.043296311,1.5,2,16.24998626,10.15033334,4.382367208,0.267650203,1.348587896,2.627214848,25.11941548,0.706449714,-0.04,5.106527395,0,0,0,0,0,0,13.8474744,12.33872767,6.606881965,0,5.106527395,0,20.26829602,6.606881965,0,0,11.71340936,0,0,0,0,0,12.52478801,6.420821623,0,0,0,13.8474744,5.106527395,0,8.236666667,0,0.648148148,0.930555556,4.517962963,0,1,1,1,0,0,0,0,1,1,2,0,1.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
c1cc2ccc3cccc4ccc(c1)c2c34,n-heptane,CCCCCCC,CCCCCCC,-1.122179066,298.15,2.245694444,1.361111111,1.361111111,0.476309874,9.428571429,100.205,-0.053326092,-0.065382383,0.053326092,0.714285714,1.142857143,13.86223338,10.16409857,4.354233383,0.656098566,1.690933806,2.447472888,19.21928095,1.207106781,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,0,32.10410811,0,0,13.8474744,0,0,0,0,0,7.008611111,4.491388889,0,1,0,0,0,0,0,0,0,0,4,0,2.9767,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
CC(=O)NCC(=O)O,ethyl formate,CCOC=O,CCOC=O,-0.012604437,298.15,9.182638889,0.430555556,0.430555556,0.43656455,6.6,74.079,0.29256542,-0.468195182,0.29256542,2,2.6,16.51630931,10.88338501,5.361538885,-0.127693588,1.405639062,2.401715223,26.07403392,0.234708048,-0.53,4.736862954,0,0,6.472220865,0,4.794537184,0,0,6.9237372,0,6.606881965,9.531400138,6.472220865,6.9237372,6.606881965,0,0,13.07910283,9.531400138,0,0,4.794537184,0,13.07910283,0,0,6.9237372,0,4.736862954,0,4.152777778,0,0,0,0,2.664583333,0,0.666666667,0,2,0,0,0,0,2,2,2,0,0.1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,"1,2-dichloroethane",ClCCCl,ClCCCl,0.401549254,298.15,5.054012346,0.557098765,0.557098765,0.436304237,7.5,98.96,0.035889203,-0.125423431,0.035889203,1,1.25,35.49855802,10.97023492,6.254551774,1.522488761,1.370950594,1.974744871,6,0.071428571,0.58,0,0,0,0,0,0,23.20187978,0,0,11.76000689,0,0,23.20187978,0,11.76000689,0,23.20187978,11.76000689,0,0,0,0,0,11.76000689,0,0,0,0,0,23.20187978,0,0,0,1.114197531,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
O=[N+]([O-])c1cccc2ccccc12,n-hexanol,CCCCCCO,CCCCCCO,-0.383103818,298.15,8.292882653,0.361111111,0.361111111,0.533927882,9.428571429,102.177,0.043052406,-0.396376569,0.043052406,1.142857143,1.857142857,16.24992271,10.19933862,4.352979367,0.282705156,1.690933806,2.447472888,23.3609904,1.011667274,-0.04,5.106527395,0,0,0,0,0,0,26.18620207,6.420821623,6.606881965,0,5.106527395,0,32.60702369,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,6.420821623,19.26246487,0,0,6.9237372,5.106527395,0,8.292882653,0,0,4.681944444,2.525172902,0,1,1,1,0,0,0,0,1,1,4,0,1.559,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
c1ccc2cc3ccccc3cc2c1,2-methoxyethanol,COCCO,COCCO,-1.553536366,298.15,7.94125,0.121527778,0.121527778,0.48573367,8.4,76.095,0.069342652,-0.393980616,0.069342652,1.8,2.4,16.47203731,10.80070332,4.124600329,0.135443231,1.405639062,2.190609687,12.36452798,0.295411238,-0.08,9.843390349,0,0,0,0,0,0,0,0,7.109797541,13.21376393,9.843390349,0,0,20.32356147,0,0,25.43008887,4.736862954,0,0,0,6.606881965,6.606881965,0,0,7.109797541,0,4.736862954,5.106527395,4.440972222,7.94125,0,0,0,0.565972222,1.551805556,1,1,2,0,0,0,0,2,2,2,0,-0.3749,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,isobutyl acetate,CC(=O)OCC(C)C,CC(=O)OCC(C)C,-0.395453879,298.15,10.12597222,0.195648148,-0.195648148,0.506664867,9.5,116.16,0.302132686,-0.465604426,0.302132686,1.625,2.125,16.53198487,10.24242111,5.653417432,-0.141489527,1.613568158,3.050078292,76.59772061,0.619929799,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,13.8474744,5.917906046,6.9237372,6.606881965,9.531400138,5.969305288,20.7712116,6.606881965,0,0,12.57618725,9.531400138,0,0,4.794537184,5.969305288,12.52478801,0,6.9237372,0,13.8474744,4.736862954,0,4.664351852,0,0,0.247777778,0,5.961898148,0,0.833333333,0,2,0,0,0,0,2,2,2,0,1.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl,tetrachloromethane,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,-1.401827821,298.15,4.826388889,1.611111111,-1.611111111,0.469795536,12,153.823,0.265685211,-0.066421303,0.066421303,0.8,0.8,35.62538825,11.84161175,6.831492563,1.755507437,0.721928095,3.023715784,19.11941548,0,1.16,0,0,0,3.251717758,0,0,0,46.40375956,0,0,0,0,46.40375956,3.251717758,0,0,46.40375956,3.251717758,0,0,3.251717758,0,0,0,0,0,0,0,0,46.40375956,-1.611111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2.5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)OCCO,n-pentyl acetate,CCCCCOC(C)=O,CCCCCOC(C)=O,-0.647488939,298.15,10.18467545,0.174904573,-0.174904573,0.427719741,9.111111111,130.187,0.302122868,-0.465877688,0.302122868,1.444444444,2.111111111,16.53145174,10.25984094,5.653172444,-0.140568459,1.800576896,2.828868135,78.98533617,1.053216163,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,19.76538045,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,33.10993927,6.606881965,0,0,12.57618725,9.531400138,0,0,4.794537184,5.969305288,6.606881965,12.84164325,13.34455882,0,0,6.9237372,4.736862954,4.705,0,0,-0.174904573,3.310143613,4.141752173,0,0.857142857,0,2,0,0,0,0,2,2,4,0,1.7397,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,transcutol,CCOCCOCCO,CCOCCOCCO,-0.6967663,298.15,8.256965624,0.089409722,0.089409722,0.520837195,10,134.175,0.070111804,-0.393980325,0.070111804,1.111111111,1.777777778,16.52470858,10.69813213,4.276019767,0.03699834,1.885234836,2.595082707,41.56763142,0.811757273,-0.12,14.5802533,0,0,0,0,0,0,0,6.9237372,6.606881965,26.42752786,14.5802533,0,6.9237372,33.03440982,0,0,38.14093722,9.473725908,0,0,0,6.606881965,19.82064589,6.606881965,0,0,6.9237372,0,14.5802533,9.883285147,8.256965624,0,0,0,4.359749228,0,1,1,3,0,0,0,0,3,3,6,0,0.0318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
O=[N+]([O-])c1cccc2ccccc12,n-heptanol,CCCCCCCO,CCCCCCCO,-0.396679261,298.15,8.365586735,0.364795918,0.364795918,0.544191494,9.75,116.204,0.043052407,-0.396376569,0.043052407,1,1.625,16.24992366,10.15692741,4.38629622,0.282260801,1.808812125,2.530060457,29.36806555,1.261667274,-0.04,5.106527395,0,0,0,0,0,0,32.60702369,6.420821623,6.606881965,0,5.106527395,0,39.02784531,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,6.420821623,25.68328649,0,0,6.9237372,5.106527395,0,8.365586735,0,0,6.076218821,2.558194444,0,1,1,1,0,0,0,0,1,1,5,0,1.9491,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
CCCCCCCCCCCCCCCCCCCC,ethylbenzene,CCc1ccccc1,CCc1ccccc1,-1.092214537,298.15,2.162037037,1.139722222,1.139722222,0.514757822,9.125,106.168,-0.030744083,-0.062248742,0.030744083,1.125,1.75,13.85659694,10.17071031,5.13313817,1.14041522,1.903491193,2.832085835,141.3842989,1.251072953,-0.78,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,13.34455882,0,35.89528683,0,0,6.420821623,0,0,0,0,0,6.420821623,5.563451492,0,6.066367068,31.18920547,0,0,0,1.409722222,0,1.139722222,2.162037037,0,0.25,0,0,0,0,0,0,0,0,1,1,2.249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
CCCCCCCCCCCCCCCCCCCC(=O)OCCO,MIBK,CC(=O)CC(C)C,CC(=O)CC(C)C,-1.681817635,298.15,10.25416667,0.287037037,0.287037037,0.515019317,9.714285714,100.161,0.129595121,-0.300019963,0.129595121,1.571428571,2,16.13721582,10.09759915,5.750462716,-0.117164907,1.272905595,3.126006652,64.58027135,0.695705769,-0.33,4.794537184,5.783244946,0,0,0,0,0,13.8474744,12.84164325,6.420821623,0,4.794537184,5.783244946,27.19203322,0,0,0,5.783244946,4.794537184,0,0,4.794537184,5.783244946,5.917906046,6.420821623,0,6.9237372,13.8474744,0,0,0,0,0,0.8125,0.722222222,5.711111111,0,0.833333333,0,1,0,0,0,0,1,1,2,0,1.6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
c1ccc2cc3ccccc3cc2c1,2-propoxyethanol,CCCOCCO,CCCOCCO,-1.534166804,298.15,8.167882653,0.138888889,0.138888889,0.523169837,9.428571429,104.149,0.069719123,-0.393980343,0.069719123,1.428571429,2.142857143,16.48282749,10.52883584,4.241716559,0.092798182,1.690933806,2.447472888,25.26112493,0.584086373,-0.08,9.843390349,0,0,0,0,0,0,6.9237372,6.420821623,6.606881965,13.21376393,9.843390349,0,13.34455882,19.82064589,0,0,24.92717329,4.736862954,0,0,0,6.606881965,6.606881965,13.02770359,0,0,6.9237372,0,9.843390349,4.881944444,8.167882653,0,0,1.027777778,3.422395125,0,1,1,2,0,0,0,0,2,2,4,0,0.4053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1
O=[N+]([O-])c1cccc2ccccc12,tert-butanol,CC(C)(C)O,CC(C)(C)O,-0.609244575,298.15,8.520833333,0.5,-0.5,0.449827657,12,74.123,0.056325853,-0.390760088,0.056325853,1.2,1.2,16.27984148,10.19195577,4.504159462,0.101589081,0.721928095,3.023715784,19.11941548,0,-0.04,5.106527395,0,0,0,0,0,0,0,20.7712116,0,5.601050811,5.106527395,0,26.37226241,0,0,0,10.70757821,0,0,5.601050811,0,0,0,0,0,20.7712116,0,0,5.106527395,0,8.520833333,-0.5,0,0,5.229166667,0,1,1,1,0,0,0,0,1,1,0,0,0.7772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
c1ccc2cc3ccccc3cc2c1,MTBE,COC(C)(C)C,COC(C)(C)C,-1.592482075,298.15,4.9375,0.041666667,0.041666667,0.43498738,12,88.15,0.059425208,-0.379103597,0.059425208,1.166666667,1.333333333,16.4858882,10.18266724,4.546678721,0.039726571,1.351644115,3.168489873,33.69332843,0.612372436,-0.04,4.736862954,0,0,0,0,0,0,0,20.7712116,7.109797541,5.601050811,4.736862954,0,26.37226241,7.109797541,0,0,12.71084835,4.736862954,0,0,0,5.601050811,0,0,0,7.109797541,20.7712116,0,4.736862954,4.9375,0,0.041666667,0,0,6.0625,1.708333333,1,0,1,0,0,0,0,1,1,0,0,1.4313,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
c1ccc2cc3ccccc3cc2c1,2-butoxyethanol,CCCCOCCO,CCCCOCCO,-1.540363082,298.15,8.240586735,0.142573696,0.142573696,0.540825252,9.75,118.176,0.069719362,-0.393980343,0.069719362,1.375,2.125,16.4828714,10.35962769,4.302115955,0.090420719,1.808812125,2.530060457,31.509775,0.877853185,-0.08,9.843390349,0,0,0,0,0,0,13.34455882,6.420821623,6.606881965,13.21376393,9.843390349,0,19.76538045,19.82064589,0,0,24.92717329,4.736862954,0,0,0,6.606881965,6.606881965,19.44852521,0,0,0,6.9237372,9.843390349,4.973194444,8.240586735,0,0,2.255385488,3.530833333,0,1,1,2,0,0,0,0,2,2,5,0,0.7954,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1
Nc1nc(N)nc(NC2CC2)n1,propionic acid,CCC(=O)O,CCC(=O)O,-1.18923387,298.15,9.368055556,0.222222222,-0.74537037,0.490844666,7.4,74.079,0.302558437,-0.481237917,0.302558437,2,2.2,16.36502672,10.52003318,5.655632416,-0.136112346,1.378783493,2.847378923,40.15772188,0.30245145,-0.53,5.106527395,0,0,0,5.969305288,4.794537184,0,6.9237372,0,6.420821623,0,9.901064579,5.969305288,13.34455882,0,0,0,11.07583268,4.794537184,0,5.969305288,4.794537184,6.420821623,0,0,0,6.9237372,0,0,5.106527395,0,7.722222222,0,-0.74537037,0.222222222,1.599537037,0,0.666666667,1,2,0,0,0,0,1,2,1,0,0.481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
COc1cc(Cl)c(OC)cc1N,o-xylene,Cc1ccccc1C,Cc1ccccc1C,-1.309744242,298.15,2.12037037,1.368055556,1.368055556,0.475757685,9.25,106.168,-0.039511492,-0.061985192,0.039511492,0.875,1.25,13.89538834,10.13197218,5.227784798,1.342538973,1.768177215,3.134861511,156.1481139,1.425569669,-0.78,0,0,0,0,0,0,0,24.26546827,24.97437738,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.736111111,0,0,4.240740741,0,0.25,0,0,0,0,0,0,0,0,0,1,2.30344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
O=S(=O)([O-])NC1CCCCC1.[Na+],formic acid,O=CO,O=CO,-0.362771345,298.15,8.361111111,0.25,-0.25,0.380160721,4,46.025,0.290128828,-0.48346661,0.290128828,2,2,16.34596656,11.66497654,5.323236904,-0.122407339,0.918295834,2.187496097,10.26466251,0,-0.53,5.106527395,0,0,6.472220865,0,4.794537184,0,0,0,0,0,9.901064579,6.472220865,0,0,0,0,11.57874826,4.794537184,0,0,0,6.472220865,0,0,0,0,0,0,9.901064579,0,6.888888889,0,0,0,-0.25,0,0,1,2,0,0,0,0,1,2,0,0,-0.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
O=[N+]([O-])c1cccc2ccccc12,diethyl ether,CCOCC,CCOCC,0.473504035,298.15,4.833333333,0.84375,0.84375,0.475268149,8.4,74.123,0.043708413,-0.382025836,0.043708413,1.2,1.6,16.47148979,10.80069036,4.066771354,0.161762611,1.405639062,2.190609687,11.11941548,0.40824829,-0.04,4.736862954,0,0,0,0,0,0,0,13.8474744,13.21376393,0,4.736862954,0,13.8474744,13.21376393,0,0,13.21376393,4.736862954,0,0,0,0,0,13.21376393,0,0,13.8474744,0,4.736862954,4.833333333,0,0,0,0,5.666666667,0,1,0,1,0,0,0,0,1,1,2,0,1.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
COc1cc(Cl)c(OC)cc1N,m-xylene,Cc1cccc(C)c1,Cc1cccc(C)c1,-1.385697607,298.15,2.166666667,1.337962963,1.337962963,0.475757685,9.25,106.168,-0.039764605,-0.061740871,0.039764605,1,1.5,13.8660978,10.16162066,5.197667924,1.386522421,1.642371449,3.077660438,159.8981139,1.173575314,-0.78,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.675925926,0,0,4.208333333,0,0.25,0,0,0,0,0,0,0,0,0,1,2.30344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
